"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"79",79,"Jon Favreau",453,124,4000,4000,"Scarlett Johansson",21000,312057433,"Robert Downey Jr.","Iron Man 2 ",48638,"Jon Favreau",4,"c(""hammer"", ""military"", ""monaco"", ""revenge"", ""tony stark"")",2e+08,2010,19000,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.560287165
"80",80,"Rupert Sanders",416,132,274,11000,"Kristen Stewart",26000,155111815,"Chris Hemsworth","Snow White and the Huntsman ",72881,"Sam Claflin",0,"c(""evil queen"", ""fairy tale"", ""magic"", ""queen"", ""snow white"")",1.7e+08,2012,17000,6.1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875775588235295
"81",81,"Robert Stromberg",401,97,171,846,"Sharlto Copley",11000,241407328,"Angelina Jolie Pitt","Maleficent ",15516,"Sam Riley",2,"c(""curse"", ""dark fantasy"", ""fairy"", ""king"", ""kingdom"")",1.8e+08,2014,2000,7,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341151822222222
"82",82,"Matt Reeves",521,130,198,884,"Judy Greer",10000,208543795,"Gary Oldman","Dawn of the Planet of the Apes ",14363,"Kodi Smit-McPhee",0,"c(""ape"", ""dam"", ""leader"", ""post apocalypse"", ""sequel"")",1.7e+08,2014,2000,7.6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226728205882353
"84",84,"Anthony Russo",576,136,94,2000,"Chris Evans",19000,259746958,"Scarlett Johansson","Captain America: The Winter Soldier ",36188,"Hayley Atwell",1,"c(""conspiracy"", ""heroism"", ""megalomaniac"", ""super soldier"", ""world domination"")",1.7e+08,2014,11000,7.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527923282352941
"86",86,"Brad Bird",443,130,663,604,"Chris Bauer",2000,93417865,"Judy Greer","Tomorrowland ",5046,"Thomas Robinson",2,"c(""boy genius"", ""futuristic city"", ""inventor"", ""teenage girl"", ""time travel"")",1.9e+08,2015,638,6.5,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50832702631579
"88",88,"Rich Moore",377,101,66,833,"Sarah Silverman",975,189412677,"Jack McBrayer","Wreck-It Ralph ",4451,"Joe Lo Truglio",1,"c(""arcade"", ""candy"", ""glitch"", ""king"", ""medal"")",1.65e+08,2012,931,7.8,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147955618181818
"90",90,"Roland Emmerich",286,120,776,535,"Sela Ward",890,102315545,"Vivica A. Fox","Independence Day: Resurgence ",3233,"Judd Hirsch",0,"c(""alien"", ""battle"", ""defense"", ""independence day"", ""mothership"")",1.65e+08,2016,812,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.379905787878788
"91",91,"Dean DeBlois",288,98,255,759,"America Ferrera",18000,217387997,"Gerard Butler","How to Train Your Dragon ",20453,"Craig Ferguson",0,"c(""dragon"", ""island"", ""training"", ""viking"", ""village"")",1.65e+08,2010,953,8.2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317503012121212
"92",92,"Jonathan Mostow",280,109,84,191,"M.C. Gainey",648,150350192,"Nick Stahl","Terminator 3: Rise of the Machines ",1769,"Carolyn Hennesy",0,"c(""drifter"", ""exploding truck"", ""future"", ""machine"", ""skynet"")",2e+08,2003,284,6.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24824904
"93",93,"James Gunn",653,121,571,3000,"Vin Diesel",14000,333130696,"Bradley Cooper","Guardians of the Galaxy ",32438,"Djimon Hounsou",3,"c(""bounty hunter"", ""outer space"", ""raccoon"", ""talking animal"", ""tree"")",1.7e+08,2014,14000,8.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959592329411765
"94",94,"Christopher Nolan",712,169,22000,6000,"Anne Hathaway",11000,187991439,"Matthew McConaughey","Interstellar ",31488,"Mackenzie Foy",1,"c(""black hole"", ""father daughter relationship"", ""saving the world"", ""space travel"", ""wormhole"")",1.65e+08,2014,11000,8.6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139342054545454
"95",95,"Christopher Nolan",642,148,22000,23000,"Tom Hardy",29000,292568851,"Leonardo DiCaprio","Inception ",81115,"Joseph Gordon-Levitt",0,"c(""ambiguous ending"", ""corporate espionage"", ""dream"", ""subconscious"", ""thief"")",1.6e+08,2010,27000,8.8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82855531875
"96",96,"Rob Cohen",187,106,357,4000,"Vin Diesel",23000,144512310,"Paul Walker","The Fast and the Furious ",45327,"Jordana Brewster",2,"c(""eighteen wheeler"", ""illegal street racing"", ""truck"", ""trucker"", ""undercover cop"")",3.8e+07,2001,14000,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80295552631579
"97",97,"David Fincher",362,166,21000,919,"Jason Flemyng",11000,127490802,"Brad Pitt","The Curious Case of Benjamin Button ",13333,"Julia Ormond",2,"c(""deformed baby"", ""diary"", ""lingerie slip"", ""older man younger woman relationship"", ""premature aging"")",1.5e+08,2008,1000,7.8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15006132
"98",98,"Matthew Vaughn",500,132,905,1000,"Michael Fassbender",34000,146405371,"Jennifer Lawrence","X-Men: First Class ",50983,"Oliver Platt",3,"c(""cia"", ""cia agent"", ""mutant"", ""nuclear war"", ""professor"")",1.6e+08,2011,13000,7.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08496643125
"99",99,"Francis Lawrence",389,137,508,14000,"Philip Seymour Hoffman",34000,281666058,"Jennifer Lawrence","The Hunger Games: Mockingjay - Part 2 ",81385,"Josh Hutcherson",1,"c(""death of sister"", ""dystopia"", ""execution"", ""rebellion"", ""revolution"")",1.6e+08,2015,22000,6.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7604128625
"100",100,"Jon Turteltaub",235,109,226,370,"Omar Benson Miller",12000,63143812,"Nicolas Cage","The Sorcerer's Apprentice ",13388,"Robert Capron",0,"c(""chosen one"", ""enchanted object"", ""love"", ""spell"", ""training"")",1.5e+08,2010,418,6.1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.579041253333333
"101",101,"Wolfgang Petersen",231,98,249,702,"Mike Vogel",87000,60655503,"Jimmy Bennett","Poseidon ",92456,"Andre Braugher",0,"c(""cruise"", ""escape"", ""ocean"", ""passenger"", ""water"")",1.6e+08,2006,2000,5.6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62090310625
"105",105,"Alan Taylor",474,126,230,2000,"Emilia Clarke",24000,89732035,"J.K. Simmons","Terminator Genisys ",38873,"Matt Smith",2,"c(""alternate timeline"", ""cyborg"", ""future"", ""robot"", ""time machine"")",1.55e+08,2015,10000,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42108364516129
"110",110,"David Yates",329,138,282,687,"Daniel Radcliffe",21000,292000866,"Robert Pattinson","Harry Potter and the Order of the Phoenix ",33433,"Fiona Shaw",3,"c(""battle"", ""magic"", ""school"", ""teacher"", ""wizard"")",1.5e+08,2007,11000,7.5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.94667244
"111",111,"Mike Newell",295,157,179,10000,"Daniel Radcliffe",21000,289994397,"Robert Pattinson","Harry Potter and the Goblet of Fire ",53413,"Rupert Grint",1,"c(""fire"", ""goblet"", ""magic"", ""tournament"", ""wizard"")",1.5e+08,2005,11000,7.6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93329598
"112",112,"Peter Berg",318,102,532,979,"Charlize Theron",10000,227946274,"Will Smith","Hancock ",21584,"Eddie Marsan",0,"c(""bully comeuppance"", ""destruction"", ""prison"", ""superhero"", ""tough girl"")",1.5e+08,2008,9000,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.519641826666667
"113",113,"Francis Lawrence",323,104,508,558,"Alice Braga",10000,256386216,"Will Smith","I Am Legend ",13076,"Willow Smith",0,"c(""new york city"", ""pandemic"", ""post apocalypse"", ""survivalist"", ""virus"")",1.5e+08,2007,1000,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.70924144
"114",114,"Tim Burton",276,115,13000,588,"Christopher Lee",40000,206456431,"Johnny Depp","Charlie and the Chocolate Factory ",57844,"David Kelly",3,"c(""chocolate"", ""diminution"", ""miniaturization"", ""physical flexability"", ""ticket"")",1.5e+08,2005,16000,6.7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376376206666667
"115",115,"Brad Bird",318,111,663,954,"John Ratzenberger",1000,206435493,"Janeane Garofalo","Ratatouille ",4764,"Brian Dennehy",0,"c(""chef"", ""food"", ""french"", ""rat"", ""restaurant"")",1.5e+08,2007,1000,8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37623662
"116",116,"Christopher Nolan",478,128,22000,11000,"Liam Neeson",23000,205343774,"Christian Bale","Batman Begins ",59558,"Morgan Freeman",0,"c(""armored car"", ""gangster"", ""gotham"", ""mixed martial arts"", ""social decay"")",1.5e+08,2005,14000,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368958493333333
"118",118,"Shawn Levy",185,105,189,1000,"Rami Malek",49000,177243721,"Robin Williams","Night at the Museum: Battle of the Smithsonian ",54039,"Steve Coogan",2,"c(""hdtv"", ""motorcycle"", ""museum"", ""security guard"", ""tyrannosaurus rex"")",1.5e+08,2009,3000,5.9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181624806666667
"119",119,"Gavin Hood",350,119,151,2000,"Ryan Reynolds",20000,179883016,"Hugh Jackman","X-Men Origins: Wolverine ",40054,"Dominic Monaghan",0,"c(""army"", ""civil war"", ""claw fight"", ""commando"", ""wolverine the character"")",1.5e+08,2009,16000,6.7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199220106666667
"121",121,"Chris Buck",406,102,69,490,"Maurice LaMarche",1000,400736600,"Josh Gad","Frozen ",2582,"Livvy Stubenrauch",0,"c(""magic"", ""sister love"", ""sister sister relationship"", ""snow"", ""snowman"")",1.5e+08,2013,523,7.6,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67157733333333
"123",123,"Alan Taylor",486,112,230,12000,"Natalie Portman",26000,206360018,"Chris Hemsworth","Thor: The Dark World ",59803,"Anthony Hopkins",3,"c(""arrest"", ""portal"", ""thor"", ""warrior"", ""weapon"")",1.7e+08,2013,20000,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21388245882353
"124",124,"George Miller",739,120,750,943,"Charlize Theron",27000,153629485,"Tom Hardy","Mad Max: Fury Road ",40025,"Zoë Kravitz",0,"c(""australia"", ""desert"", ""escape"", ""on the run"", ""post apocalypse"")",1.5e+08,2015,9000,8.1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241965666666666
"125",125,"Ron Howard",298,146,2000,294,"Ayelet Zurer",15000,133375846,"Tom Hanks","Angels & Demons ",16948,"Armin Mueller-Stahl",2,"c(""conclave"", ""illuminati"", ""murder"", ""reference to bernini"", ""reference to raphael"")",1.5e+08,2009,745,6.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.110827693333333
"127",127,"Byron Howard",225,96,59,699,"Diedrich Bader",17000,114053579,"Chloë Grace Moretz","Bolt ",20007,"James Lipton",0,"c(""cat"", ""dog"", ""hamster"", ""new york city"", ""superpower"")",1.5e+08,2008,759,6.9,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.239642806666667
"129",129,"Jonathan Liebesman",310,99,473,502,"Edgar Ramírez",14000,83640426,"Liam Neeson","Wrath of the Titans ",16184,"Lily James",0,"c(""ares"", ""hades"", ""titan"", ""underworld"", ""zeus"")",1.5e+08,2012,897,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44239716
"130",130,"Tim Burton",526,113,13000,16000,"Chloë Grace Moretz",40000,79711678,"Johnny Depp","Dark Shadows ",80849,"Christopher Lee",7,"c(""camera shot of feet"", ""cartoon on tv"", ""female stockinged feet"", ""female stockinged soles"", ""foot closeup"")",1e+08,2012,17000,6.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20288322
"131",131,"Christopher McQuarrie",465,131,188,641,"Jeremy Renner",10000,195000874,"Tom Cruise","Mission: Impossible - Rogue Nation ",21840,"Sean Harris",0,"c(""capture"", ""computer hacker"", ""mission"", ""rogue agent"", ""spy"")",1.5e+08,2015,10000,7.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300005826666667
"132",132,"Joe Johnston",357,119,394,162,"Simon Merrells",12000,61937495,"Anthony Hopkins","The Wolfman ",13071,"Art Malik",0,"c(""asylum"", ""death"", ""full moon"", ""transformation"", ""werewolf"")",1.5e+08,2010,490,5.8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.587083366666667
"133",133,"Steve Hickner",194,91,58,826,"Oprah Winfrey",2000,126597121,"Matthew Broderick","Bee Movie ",6576,"Rip Torn",0,"c(""bee"", ""dream sequence"", ""egg"", ""scatological humor"", ""squashed bug"")",1.5e+08,2007,852,6.2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156019193333333
"136",136,"J.J. Abrams",310,124,14000,979,"Tom Cruise",22000,133382309,"Philip Seymour Hoffman","Mission: Impossible III ",34817,"Eddie Marsan",0,"c(""arms dealer"", ""fictional government agency"", ""mission"", ""rescue"", ""vatican"")",1.5e+08,2006,10000,6.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110784606666667
"137",137,"Roland Emmerich",339,131,776,256,"Jake Weber",17000,73103784,"Channing Tatum","White House Down ",18204,"Matt Craven",2,"c(""black u.s. president"", ""president"", ""secret service"", ""tour"", ""white house"")",1.5e+08,2013,551,6.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51264144
"140",140,"Joe Wright",256,111,456,394,"Cara Delevingne",20000,34964818,"Hugh Jackman","Pan ",21393,"Nonso Anozie",4,"c(""1940s"", ""child hero"", ""fantasy world"", ""orphan"", ""reference to peter pan"")",1.5e+08,2015,548,5.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.766901213333333
"142",142,"Wolfgang Petersen",220,196,249,844,"Orlando Bloom",11000,133228348,"Brad Pitt","Troy ",17944,"Julian Glover",2,"c(""greek"", ""mythology"", ""prince"", ""trojan"", ""troy"")",1.75e+08,2004,5000,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238695154285714
"144",144,"Lee Tamahori",264,133,93,746,"Colin Salmon",769,160201106,"Toby Stephens","Die Another Day ",2538,"Rick Yune",0,"c(""catfight"", ""clinic"", ""colonel"", ""diamond"", ""patricide"")",1.42e+08,2002,766,6.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128176802816901
"145",145,"Paul Feig",464,116,176,322,"Kate McKinnon",783,118099659,"Ed Begley Jr.","Ghostbusters ",2097,"Zach Woods",4,"c(""ghost"", ""ghostbuster"", ""ghostbusters"", ""male objectification"", ""reboot"")",1.44e+08,2016,370,5.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179863479166667
"147",147,"Barry Sonnenfeld",208,88,188,826,"Rosario Dawson",10000,190418803,"Will Smith","Men in Black II ",14823,"Rip Torn",2,"c(""alien"", ""lingerie"", ""lingerie model"", ""m.i.b."", ""pug"")",1.4e+08,2002,3000,6.1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.360134307142857
"150",150,"Brad Bird",432,133,663,690,"Jeremy Renner",10000,209364921,"Tom Cruise","Mission: Impossible - Ghost Protocol ",21768,"Michael Nyqvist",3,"c(""dubai"", ""kremlin"", ""race against time"", ""russian"", ""terrorist"")",1.45e+08,2011,10000,7.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443896006896552
